"Subject" "Activity" "variable" "mean" "median"
3 "LAYING" "tBodyAccJerk.mean...X" 0.0769811125806452 0.076320169
3 "LAYING" "tBodyAccJerk.mean...Y" 0.0138041011306452 0.0111131175
3 "LAYING" "tBodyAccJerk.mean...Z" -0.00435625874355645 -0.00391896605
3 "LAYING" "tBodyGyro.mean...X" -0.0208170540330645 -0.0262591425
3 "LAYING" "tBodyGyro.mean...Y" -0.0718507159435484 -0.0757737425
3 "LAYING" "tBodyGyro.mean...Z" 0.137999561112903 0.0857163945
3 "LAYING" "tBodyGyroJerk.mean...X" -0.10004449883871 -0.0989726795
3 "LAYING" "tBodyGyroJerk.mean...Y" -0.0389771765322581 -0.040719602
3 "LAYING" "tBodyGyroJerk.mean...Z" -0.06873387 -0.0558930205
3 "LAYING" "tBodyAccMag.mean.." -0.972791346129032 -0.98484685
3 "LAYING" "tGravityAccMag.mean.." -0.972791346129032 -0.98484685
3 "LAYING" "tBodyAccJerkMag.mean.." -0.979484593387097 -0.986997785
3 "LAYING" "tBodyGyroMag.mean.." -0.951564751451613 -0.978052105
3 "LAYING" "tBodyGyroJerkMag.mean.." -0.98671362516129 -0.99273713
3 "LAYING" "fBodyAcc.mean...X" -0.980665609032258 -0.98867786
3 "LAYING" "fBodyAcc.mean...Y" -0.961169982903226 -0.978650685
3 "LAYING" "fBodyAcc.mean...Z" -0.968332141612903 -0.98544489
3 "LAYING" "fBodyAcc.meanFreq...X" -0.0739526439887097 -0.089940372
3 "LAYING" "fBodyAcc.meanFreq...Y" 0.238470751435484 0.267159565
3 "LAYING" "fBodyAcc.meanFreq...Z" 0.216971671672581 0.29143336
3 "LAYING" "fBodyAccJerk.mean...X" -0.980513202258064 -0.98618983
3 "LAYING" "fBodyAccJerk.mean...Y" -0.968752113709677 -0.978950505
3 "LAYING" "fBodyAccJerk.mean...Z" -0.979122344354839 -0.986868555
3 "LAYING" "fBodyAccJerk.meanFreq...X" 0.17597855438871 0.190526515
3 "LAYING" "fBodyAccJerk.meanFreq...Y" -0.0131774961758065 0.048026873
3 "LAYING" "fBodyAccJerk.meanFreq...Z" 0.0448196905903226 0.0791919175
3 "LAYING" "fBodyGyro.mean...X" -0.970167262903226 -0.98098148
3 "LAYING" "fBodyGyro.mean...Y" -0.978099682258065 -0.98926331
3 "LAYING" "fBodyGyro.mean...Z" -0.962341960806452 -0.983561615
3 "LAYING" "fBodyGyro.meanFreq...X" -0.0822166454290323 -0.108807405
3 "LAYING" "fBodyGyro.meanFreq...Y" -0.0266820108903226 -0.015836702
3 "LAYING" "fBodyGyro.meanFreq...Z" 0.147686455548065 0.124783095
3 "LAYING" "fBodyAccMag.mean.." -0.96552427516129 -0.98454068
3 "LAYING" "fBodyAccMag.meanFreq.." 0.236990127870968 0.238962395
3 "LAYING" "fBodyBodyAccJerkMag.mean.." -0.975949597903226 -0.98697523
3 "LAYING" "fBodyBodyAccJerkMag.meanFreq.." 0.238611133937097 0.24422151
3 "LAYING" "fBodyBodyGyroMag.mean.." -0.96458672483871 -0.981299055
3 "LAYING" "fBodyBodyGyroMag.meanFreq.." -0.0229296114693548 -0.088816728
3 "LAYING" "fBodyBodyGyroJerkMag.mean.." -0.984278251290323 -0.992478195
3 "LAYING" "fBodyBodyGyroJerkMag.meanFreq.." 0.110697704185484 0.125187495
3 "LAYING" "tBodyAcc.std...X" -0.982776639193548 -0.98947416
3 "LAYING" "tBodyAcc.std...Y" -0.962057544516129 -0.979811455
3 "LAYING" "tBodyAcc.std...Z" -0.96369103483871 -0.983999005
3 "LAYING" "tGravityAcc.std...X" -0.982512193064516 -0.98975562
3 "LAYING" "tGravityAcc.std...Y" -0.981202749677419 -0.994631605
3 "LAYING" "tGravityAcc.std...Z" -0.964807543870968 -0.9862944
3 "LAYING" "tBodyAccJerk.std...X" -0.98087931483871 -0.98635308
3 "LAYING" "tBodyAccJerk.std...Y" -0.968710724677419 -0.978592245
3 "LAYING" "tBodyAccJerk.std...Z" -0.982093162903226 -0.988931415
3 "LAYING" "tBodyGyro.std...X" -0.974545752096774 -0.98446733
3 "LAYING" "tBodyGyro.std...Y" -0.977272653709677 -0.988372025
3 "LAYING" "tBodyGyro.std...Z" -0.963505609032258 -0.984114055
3 "LAYING" "tBodyGyroJerk.std...X" -0.980328645 -0.98846
3 "LAYING" "tBodyGyroJerk.std...Y" -0.986762741935484 -0.9934022
3 "LAYING" "tBodyGyroJerk.std...Z" -0.983338279516129 -0.990148945
3 "LAYING" "tBodyAccMag.std.." -0.964218176451613 -0.985473545
3 "LAYING" "tGravityAccMag.std.." -0.964218176451613 -0.985473545
3 "LAYING" "tBodyAccJerkMag.std.." -0.976121297903226 -0.987350215
3 "LAYING" "tBodyGyroMag.std.." -0.954275110967742 -0.975018085
3 "LAYING" "tBodyGyroJerkMag.std.." -0.983139255645161 -0.992863735
3 "LAYING" "fBodyAcc.std...X" -0.983691129032258 -0.990712595
3 "LAYING" "fBodyAcc.std...Y" -0.964094604193548 -0.981040415
3 "LAYING" "fBodyAcc.std...Z" -0.96327908016129 -0.98301979
3 "LAYING" "fBodyAccJerk.std...X" -0.983122615967742 -0.988150235
3 "LAYING" "fBodyAccJerk.std...Y" -0.971044012741936 -0.979345965
3 "LAYING" "fBodyAccJerk.std...Z" -0.983711904677419 -0.98937596
3 "LAYING" "fBodyGyro.std...X" -0.975986433709677 -0.984892495
3 "LAYING" "fBodyGyro.std...Y" -0.977032495483871 -0.98724261
3 "LAYING" "fBodyGyro.std...Z" -0.967256854193548 -0.985676035
3 "LAYING" "fBodyAccMag.std.." -0.968350217419355 -0.98642652
3 "LAYING" "fBodyBodyAccJerkMag.std.." -0.975305377903226 -0.986833555
3 "LAYING" "fBodyBodyGyroMag.std.." -0.955441855806452 -0.97504574
3 "LAYING" "fBodyBodyGyroJerkMag.std.." -0.982568158064516 -0.992432315
3 "SITTING" "tBodyAcc.mean...X" 0.257197599134615 0.275496175
3 "SITTING" "tBodyAcc.mean...Y" -0.00350299841730769 -0.0155442555
3 "SITTING" "tBodyAcc.mean...Z" -0.0983579203269231 -0.1014464
3 "SITTING" "tGravityAcc.mean...X" 0.901098984615385 0.94844343
3 "SITTING" "tGravityAcc.mean...Y" 0.127303379245962 0.077691826
3 "SITTING" "tGravityAcc.mean...Z" 0.139020582461538 0.108672935
3 "SITTING" "tBodyAccJerk.mean...X" 0.0726098418653846 0.0751717395
3 "SITTING" "tBodyAccJerk.mean...Y" 0.00272529134230769 0.011950176
3 "SITTING" "tBodyAccJerk.mean...Z" -0.00423348373557692 0.00333905795
3 "SITTING" "tBodyGyro.mean...X" -0.0385365204807692 -0.028939025
3 "SITTING" "tBodyGyro.mean...Y" -0.07524100275 -0.077013228
3 "SITTING" "tBodyGyro.mean...Z" 0.0940113975530769 0.0862144325
3 "SITTING" "tBodyGyroJerk.mean...X" -0.103605889057692 -0.0974224215
3 "SITTING" "tBodyGyroJerk.mean...Y" -0.0360909881807692 -0.0393277555
3 "SITTING" "tBodyGyroJerk.mean...Z" -0.0590079966686538 -0.0586865385
3 "SITTING" "tBodyAccMag.mean.." -0.895383350192308 -0.969254125
3 "SITTING" "tGravityAccMag.mean.." -0.895383350192308 -0.969254125
3 "SITTING" "tBodyAccJerkMag.mean.." -0.969080752884615 -0.983395015
3 "SITTING" "tBodyGyroMag.mean.." -0.919354372307692 -0.97096657
3 "SITTING" "tBodyGyroJerkMag.mean.." -0.977998051923077 -0.987969715
3 "SITTING" "fBodyAcc.mean...X" -0.970154440961538 -0.988939475
3 "SITTING" "fBodyAcc.mean...Y" -0.891907751346154 -0.963297275
3 "SITTING" "fBodyAcc.mean...Z" -0.917987925384615 -0.97565042
3 "SITTING" "fBodyAcc.meanFreq...X" 0.0312989368846154 0.100067435
3 "SITTING" "fBodyAcc.meanFreq...Y" -0.00661630574807692 -0.020456204
3 "SITTING" "fBodyAcc.meanFreq...Z" 0.0478619586153846 0.0178274285
3 "SITTING" "fBodyAccJerk.mean...X" -0.974950363461538 -0.98743798
3 "SITTING" "fBodyAccJerk.mean...Y" -0.954170151346154 -0.971764045
3 "SITTING" "fBodyAccJerk.mean...Z" -0.970845669423077 -0.982979345
3 "SITTING" "fBodyAccJerk.meanFreq...X" 0.215731832596154 0.261731575
3 "SITTING" "fBodyAccJerk.meanFreq...Y" -0.0959148729942308 -0.067036872
3 "SITTING" "fBodyAccJerk.meanFreq...Z" -0.0437473433390385 0.0078090127
3 "SITTING" "fBodyGyro.mean...X" -0.957550637692308 -0.98456115
3 "SITTING" "fBodyGyro.mean...Y" -0.95617355 -0.98011555
3 "SITTING" "fBodyGyro.mean...Z" -0.934967958846154 -0.966653995
3 "SITTING" "fBodyGyro.meanFreq...X" 0.0520844490903846 0.069182965
3 "SITTING" "fBodyGyro.meanFreq...Y" -0.166042259123077 -0.14692882
3 "SITTING" "fBodyGyro.meanFreq...Z" -0.0387467420096154 -0.0093181485
3 "SITTING" "fBodyAccMag.mean.." -0.904185725576923 -0.97213936
3 "SITTING" "fBodyAccMag.meanFreq.." 0.02816007875 -0.034649123
3 "SITTING" "fBodyBodyAccJerkMag.mean.." -0.965888891730769 -0.982540055
3 "SITTING" "fBodyBodyAccJerkMag.meanFreq.." 0.286795769778846 0.30058731
3 "SITTING" "fBodyBodyGyroMag.mean.." -0.946664943653846 -0.97666249
3 "SITTING" "fBodyBodyGyroMag.meanFreq.." -0.115525765230769 -0.13387958
3 "SITTING" "fBodyBodyGyroJerkMag.mean.." -0.977898105576923 -0.989242855
3 "SITTING" "fBodyBodyGyroJerkMag.meanFreq.." 0.0871902338923077 0.094755529
3 "SITTING" "tBodyAcc.std...X" -0.971010120961538 -0.991618165
3 "SITTING" "tBodyAcc.std...Y" -0.856617812115385 -0.95772313
3 "SITTING" "tBodyAcc.std...Z" -0.875110175384615 -0.969447045
3 "SITTING" "tGravityAcc.std...X" -0.957324457884615 -0.99501405
3 "SITTING" "tGravityAcc.std...Y" -0.903923008269231 -0.975536305
3 "SITTING" "tGravityAcc.std...Z" -0.897736318269231 -0.965940065
3 "SITTING" "tBodyAccJerk.std...X" -0.974467390384615 -0.986940305
3 "SITTING" "tBodyAccJerk.std...Y" -0.953631390961538 -0.97191719
3 "SITTING" "tBodyAccJerk.std...Z" -0.974661565961538 -0.98562265
3 "SITTING" "tBodyGyro.std...X" -0.965434768461538 -0.989115385
3 "SITTING" "tBodyGyro.std...Y" -0.944854571346154 -0.979020505
3 "SITTING" "tBodyGyro.std...Z" -0.926413710384615 -0.964519685
3 "SITTING" "tBodyGyroJerk.std...X" -0.972546905961538 -0.984855115
3 "SITTING" "tBodyGyroJerk.std...Y" -0.978635908653846 -0.988654475
3 "SITTING" "tBodyGyroJerk.std...Z" -0.973751670576923 -0.98693777
3 "SITTING" "tBodyAccMag.std.." -0.8703017 -0.965235615
3 "SITTING" "tGravityAccMag.std.." -0.8703017 -0.965235615
3 "SITTING" "tBodyAccJerkMag.std.." -0.966550084230769 -0.984037095
3 "SITTING" "tBodyGyroMag.std.." -0.925518103807692 -0.968686205
3 "SITTING" "tBodyGyroJerkMag.std.." -0.976772675961538 -0.98928315
3 "SITTING" "fBodyAcc.std...X" -0.971605878461538 -0.992703875
3 "SITTING" "fBodyAcc.std...Y" -0.8496556575 -0.957556605
3 "SITTING" "fBodyAcc.std...Z" -0.864322464038462 -0.96754499
3 "SITTING" "fBodyAccJerk.std...X" -0.976283534807692 -0.98825961
3 "SITTING" "fBodyAccJerk.std...Y" -0.956461756730769 -0.976239805
3 "SITTING" "fBodyAccJerk.std...Z" -0.9771595725 -0.986966585
3 "SITTING" "fBodyGyro.std...X" -0.968013062884615 -0.989699555
3 "SITTING" "fBodyGyro.std...Y" -0.939609988461538 -0.977363175
3 "SITTING" "fBodyGyro.std...Z" -0.930633150769231 -0.964589715
3 "SITTING" "fBodyAccMag.std.." -0.874626592115385 -0.96722874
3 "SITTING" "fBodyBodyAccJerkMag.std.." -0.966568852884615 -0.98486191
3 "SITTING" "fBodyBodyGyroMag.std.." -0.925449629 -0.96990629
3 "SITTING" "fBodyBodyGyroJerkMag.std.." -0.976689802692308 -0.989926955
3 "STANDING" "tBodyAcc.mean...X" 0.280046513278689 0.27739954
3 "STANDING" "tBodyAcc.mean...Y" -0.0143376555065574 -0.016447003
3 "STANDING" "tBodyAcc.mean...Z" -0.101621722633148 -0.10844469
3 "STANDING" "tGravityAcc.mean...X" 0.93503077852459 0.93560613
3 "STANDING" "tGravityAcc.mean...Y" -0.301735130327869 -0.30766191
3 "STANDING" "tGravityAcc.mean...Z" 0.024763106752459 0.017291521
3 "STANDING" "tBodyAccJerk.mean...X" 0.0750900622277049 0.075605546
3 "STANDING" "tBodyAccJerk.mean...Y" 0.00771663644590164 0.012810849
3 "STANDING" "tBodyAccJerk.mean...Z" -0.00807177934114754 -0.0035434776
3 "STANDING" "tBodyGyro.mean...X" -0.0246626070770492 -0.025389727
3 "STANDING" "tBodyGyro.mean...Y" -0.0585101918262295 -0.071417469
3 "STANDING" "tBodyGyro.mean...Z" 0.0665262054098361 0.08525651
3 "STANDING" "tBodyGyroJerk.mean...X" -0.0994602620655738 -0.096814122
3 "STANDING" "tBodyGyroJerk.mean...Y" -0.0472415819016393 -0.043307676
3 "STANDING" "tBodyGyroJerk.mean...Z" -0.0416832156688525 -0.054081425
3 "STANDING" "tBodyAccMag.mean.." -0.925430819016393 -0.95522167
3 "STANDING" "tGravityAccMag.mean.." -0.925430819016393 -0.95522167
3 "STANDING" "tBodyAccJerkMag.mean.." -0.959303840327869 -0.97100461
3 "STANDING" "tBodyGyroMag.mean.." -0.892089349344262 -0.89696209
3 "STANDING" "tBodyGyroJerkMag.mean.." -0.962339339672131 -0.97238855
3 "STANDING" "fBodyAcc.mean...X" -0.960123409508197 -0.97520457
3 "STANDING" "fBodyAcc.mean...Y" -0.908075353770492 -0.93052475
3 "STANDING" "fBodyAcc.mean...Z" -0.939507735245902 -0.9572159
3 "STANDING" "fBodyAcc.meanFreq...X" -0.087024832195082 -0.11983599
3 "STANDING" "fBodyAcc.meanFreq...Y" -0.128180130065574 -0.14290776
3 "STANDING" "fBodyAcc.meanFreq...Z" 0.00771897878688524 -0.036117096
3 "STANDING" "fBodyAccJerk.mean...X" -0.957666856721311 -0.97631968
3 "STANDING" "fBodyAccJerk.mean...Y" -0.943497973606557 -0.96433022
3 "STANDING" "fBodyAccJerk.mean...Z" -0.969174903442623 -0.97954874
3 "STANDING" "fBodyAccJerk.meanFreq...X" 0.0749564403088525 0.069606352
3 "STANDING" "fBodyAccJerk.meanFreq...Y" -0.258164810172131 -0.33956985
3 "STANDING" "fBodyAccJerk.meanFreq...Z" -0.112367641836066 -0.068185038
3 "STANDING" "fBodyGyro.mean...X" -0.901282267540984 -0.90775894
3 "STANDING" "fBodyGyro.mean...Y" -0.937711157213115 -0.95100575
3 "STANDING" "fBodyGyro.mean...Z" -0.916172537704918 -0.92656905
3 "STANDING" "fBodyGyro.meanFreq...X" -0.297107441654098 -0.34706909
3 "STANDING" "fBodyGyro.meanFreq...Y" -0.316011207026229 -0.32510125
3 "STANDING" "fBodyGyro.meanFreq...Z" -0.229120091067541 -0.21676972
3 "STANDING" "fBodyAccMag.mean.." -0.926968932295082 -0.94825124
3 "STANDING" "fBodyAccMag.meanFreq.." -0.000332753967377052 -0.062662737
3 "STANDING" "fBodyBodyAccJerkMag.mean.." -0.948627467704918 -0.96899928
3 "STANDING" "fBodyBodyAccJerkMag.meanFreq.." 0.129816297732787 0.14201983
3 "STANDING" "fBodyBodyGyroMag.mean.." -0.913682362622951 -0.926054
3 "STANDING" "fBodyBodyGyroMag.meanFreq.." -0.309822161422951 -0.33249528
3 "STANDING" "fBodyBodyGyroJerkMag.mean.." -0.960331717868852 -0.97658805
3 "STANDING" "fBodyBodyGyroJerkMag.meanFreq.." -0.020630781795082 -0.067898508
3 "STANDING" "tBodyAcc.std...X" -0.96674254295082 -0.97794234
3 "STANDING" "tBodyAcc.std...Y" -0.893449307213115 -0.91645669
3 "STANDING" "tBodyAcc.std...Z" -0.911419015081967 -0.95605255
3 "STANDING" "tGravityAcc.std...X" -0.982020428032787 -0.9922581
3 "STANDING" "tGravityAcc.std...Y" -0.957425321803279 -0.97648021
3 "STANDING" "tGravityAcc.std...Z" -0.928161577377049 -0.96910445
3 "STANDING" "tBodyAccJerk.std...X" -0.957086489344262 -0.97719149
3 "STANDING" "tBodyAccJerk.std...Y" -0.941686785737705 -0.9630124
3 "STANDING" "tBodyAccJerk.std...Z" -0.973059634918033 -0.98214604
3 "STANDING" "tBodyGyro.std...X" -0.900462227540984 -0.91512345
3 "STANDING" "tBodyGyro.std...Y" -0.927788618196721 -0.94030764
3 "STANDING" "tBodyGyro.std...Z" -0.91236408147541 -0.92513386
3 "STANDING" "tBodyGyroJerk.std...X" -0.940937642459016 -0.96269852
3 "STANDING" "tBodyGyroJerk.std...Y" -0.968433747868853 -0.97913222
3 "STANDING" "tBodyGyroJerk.std...Z" -0.958293011803279 -0.97382701
3 "STANDING" "tBodyAccMag.std.." -0.915143303606557 -0.94477577
3 "STANDING" "tGravityAccMag.std.." -0.915143303606557 -0.94477577
3 "STANDING" "tBodyAccJerkMag.std.." -0.948770043278689 -0.96930397
3 "STANDING" "tBodyGyroMag.std.." -0.88212522147541 -0.89832535
3 "STANDING" "tBodyGyroJerkMag.std.." -0.957679766885246 -0.97689514
3 "STANDING" "fBodyAcc.std...X" -0.969931287377049 -0.97903055
3 "STANDING" "fBodyAcc.std...Y" -0.89243434852459 -0.91455201
3 "STANDING" "fBodyAcc.std...Z" -0.904801254590164 -0.95826472
3 "STANDING" "fBodyAccJerk.std...X" -0.960570921803279 -0.98048061
3 "STANDING" "fBodyAccJerk.std...Y" -0.943948547213115 -0.9628549
3 "STANDING" "fBodyAccJerk.std...Z" -0.975595949508197 -0.98326879
3 "STANDING" "fBodyGyro.std...X" -0.901985672459016 -0.91409283
3 "STANDING" "fBodyGyro.std...Y" -0.923125941147541 -0.93608494
3 "STANDING" "fBodyGyro.std...Z" -0.919743846065574 -0.92555148
3 "STANDING" "fBodyAccMag.std.." -0.921836076557377 -0.95072642
3 "STANDING" "fBodyBodyAccJerkMag.std.." -0.94820681442623 -0.97286363
3 "STANDING" "fBodyBodyGyroMag.std.." -0.883439718032787 -0.89586959
3 "STANDING" "fBodyBodyGyroJerkMag.std.." -0.957121510491803 -0.97521232
3 "WALKING" "tBodyAcc.mean...X" 0.275567462068966 0.26922953
3 "WALKING" "tBodyAcc.mean...Y" -0.0171767844203448 -0.0188662285
3 "WALKING" "tBodyAcc.mean...Z" -0.112674859827586 -0.113606905
3 "WALKING" "tGravityAcc.mean...X" 0.936506743275862 0.93789308
3 "WALKING" "tGravityAcc.mean...Y" -0.261986357931034 -0.261121995
3 "WALKING" "tGravityAcc.mean...Z" -0.138107866258621 -0.13466186
3 "WALKING" "tBodyAccJerk.mean...X" 0.0814745882660345 0.11274584
3 "WALKING" "tBodyAccJerk.mean...Y" 0.0100591485 0.017358899
3 "WALKING" "tBodyAccJerk.mean...Z" -0.00562264594827586 0.0233504115
3 "WALKING" "tBodyGyro.mean...X" -0.0256405192517241 -0.0337567215
3 "WALKING" "tBodyGyro.mean...Y" -0.0779150937413793 -0.0676504925
3 "WALKING" "tBodyGyro.mean...Z" 0.0813485942827586 0.081140042
3 "WALKING" "tBodyGyroJerk.mean...X" -0.0952398165017241 -0.084683362
3 "WALKING" "tBodyGyroJerk.mean...Y" -0.0387874651724138 -0.039509761
3 "WALKING" "tBodyGyroJerk.mean...Z" -0.0503616100815517 -0.0290304705
3 "WALKING" "tBodyAccMag.mean.." -0.254690333275862 -0.241401095
3 "WALKING" "tGravityAccMag.mean.." -0.254690333275862 -0.241401095
3 "WALKING" "tBodyAccJerkMag.mean.." -0.280009317413793 -0.262496055
3 "WALKING" "tBodyGyroMag.mean.." -0.466411754137931 -0.46511421
3 "WALKING" "tBodyGyroJerkMag.mean.." -0.566135217931034 -0.55761694
3 "WALKING" "fBodyAcc.mean...X" -0.316614011689655 -0.286815885
3 "WALKING" "fBodyAcc.mean...Y" -0.0813024353275862 -0.0900173045
3 "WALKING" "fBodyAcc.mean...Z" -0.412374074482759 -0.419631305
3 "WALKING" "fBodyAcc.meanFreq...X" -0.246614196618966 -0.25954597
3 "WALKING" "fBodyAcc.meanFreq...Y" 0.171743003017241 0.171158145
3 "WALKING" "fBodyAcc.meanFreq...Z" 0.0748536557377586 0.070419088
3 "WALKING" "fBodyAccJerk.mean...X" -0.304694442551724 -0.27889315
3 "WALKING" "fBodyAccJerk.mean...Y" -0.140508590224138 -0.140821745
3 "WALKING" "fBodyAccJerk.mean...Z" -0.514137255344828 -0.51308187
3 "WALKING" "fBodyAccJerk.meanFreq...X" -0.216042668103448 -0.21771552
3 "WALKING" "fBodyAccJerk.meanFreq...Y" -0.258667984862069 -0.25369646
3 "WALKING" "fBodyAccJerk.meanFreq...Z" -0.346946648103448 -0.323267925
3 "WALKING" "fBodyGyro.mean...X" -0.437845763793103 -0.44631461
3 "WALKING" "fBodyGyro.mean...Y" -0.561526265344828 -0.55917281
3 "WALKING" "fBodyGyro.mean...Z" -0.418126217413793 -0.41802583
3 "WALKING" "fBodyGyro.meanFreq...X" 0.0337596901293103 0.0185700255
3 "WALKING" "fBodyGyro.meanFreq...Y" -0.0379896505362069 -0.035089268
3 "WALKING" "fBodyGyro.meanFreq...Z" -0.0445079738913793 -0.066688885
3 "WALKING" "fBodyAccMag.mean.." -0.290031535172414 -0.295596675
3 "WALKING" "fBodyAccMag.meanFreq.." 0.113494312836207 0.114266805
3 "WALKING" "fBodyBodyAccJerkMag.mean.." -0.186764516965517 -0.16057967
3 "WALKING" "fBodyBodyAccJerkMag.meanFreq.." -0.11716398312069 -0.13888267
3 "WALKING" "fBodyBodyGyroMag.mean.." -0.569755772241379 -0.577782345
3 "WALKING" "fBodyBodyGyroMag.meanFreq.." 0.180946463034483 0.191014905
3 "WALKING" "fBodyBodyGyroJerkMag.mean.." -0.607751646034483 -0.61443305
3 "WALKING" "fBodyBodyGyroJerkMag.meanFreq.." 0.0457622957586207 0.0548883925
3 "WALKING" "tBodyAcc.std...X" -0.360356726034483 -0.347835855
3 "WALKING" "tBodyAcc.std...Y" -0.0699140652103448 -0.070385767
3 "WALKING" "tBodyAcc.std...Z" -0.387411994310345 -0.38059687
3 "WALKING" "tGravityAcc.std...X" -0.97777159137931 -0.983375235
3 "WALKING" "tGravityAcc.std...Y" -0.962355639482759 -0.96460954
3 "WALKING" "tGravityAcc.std...Z" -0.952091795 -0.959090215
3 "WALKING" "tBodyAccJerk.std...X" -0.26867964387931 -0.25453951
3 "WALKING" "tBodyAccJerk.std...Y" -0.0449619594258621 -0.037732052
3 "WALKING" "tBodyAccJerk.std...Z" -0.52948611637931 -0.52738895
3 "WALKING" "tBodyGyro.std...X" -0.571869560172414 -0.578268575
3 "WALKING" "tBodyGyro.std...Y" -0.563793260172414 -0.56976569
3 "WALKING" "tBodyGyro.std...Z" -0.476696411551724 -0.47570324
3 "WALKING" "tBodyGyroJerk.std...X" -0.385922986034483 -0.37953087
3 "WALKING" "tBodyGyroJerk.std...Y" -0.639087984137931 -0.65168632
3 "WALKING" "tBodyGyroJerk.std...Z" -0.536664080344828 -0.53714431
3 "WALKING" "tBodyAccMag.std.." -0.328428936551724 -0.326903185
3 "WALKING" "tGravityAccMag.std.." -0.328428936551724 -0.326903185
3 "WALKING" "tBodyAccJerkMag.std.." -0.139916355325862 -0.11963222
3 "WALKING" "tBodyGyroMag.std.." -0.561510683275862 -0.5738794
3 "WALKING" "tBodyGyroJerkMag.std.." -0.567371560862069 -0.57020111
3 "WALKING" "fBodyAcc.std...X" -0.379276781206897 -0.363199765
3 "WALKING" "fBodyAcc.std...Y" -0.124030832001724 -0.12777244
3 "WALKING" "fBodyAcc.std...Z" -0.422998473965517 -0.42080677
3 "WALKING" "fBodyAccJerk.std...X" -0.296596633103448 -0.293467015
3 "WALKING" "fBodyAccJerk.std...Y" -0.00561498755362069 0.0055319058
3 "WALKING" "fBodyAccJerk.std...Z" -0.543529108103448 -0.54080326
3 "WALKING" "fBodyGyro.std...X" -0.615121369827586 -0.625124065
3 "WALKING" "fBodyGyro.std...Y" -0.568888673448276 -0.574819865
3 "WALKING" "fBodyGyro.std...Z" -0.545896388103448 -0.54016786
3 "WALKING" "fBodyAccMag.std.." -0.456373080862069 -0.459039465
3 "WALKING" "fBodyBodyAccJerkMag.std.." -0.0898519904044828 -0.0799284305
3 "WALKING" "fBodyBodyGyroMag.std.." -0.632643292931034 -0.637780655
3 "WALKING" "fBodyBodyGyroJerkMag.std.." -0.549087007931034 -0.55354593
3 "WALKING_DOWNSTAIRS" "tBodyAcc.mean...X" 0.292423484693878 0.29480972
3 "WALKING_DOWNSTAIRS" "tBodyAcc.mean...Y" -0.0193554079328571 -0.016522642
3 "WALKING_DOWNSTAIRS" "tBodyAcc.mean...Z" -0.116139842908163 -0.11660425
3 "WALKING_DOWNSTAIRS" "tGravityAcc.mean...X" 0.939057787755102 0.9412991
3 "WALKING_DOWNSTAIRS" "tGravityAcc.mean...Y" -0.228829214285714 -0.23298304
3 "WALKING_DOWNSTAIRS" "tGravityAcc.mean...Z" -0.102352758040816 -0.10326493
3 "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean...X" 0.0725689294489796 0.10123714
3 "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean...Y" 0.0109707769183673 0.020611052
3 "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean...Z" -0.00202727978142857 -0.0030807857
3 "WALKING_DOWNSTAIRS" "tBodyGyro.mean...X" -0.13157327645102 -0.106919
3 "WALKING_DOWNSTAIRS" "tBodyGyro.mean...Y" -0.0139358043959184 -0.0064460229
3 "WALKING_DOWNSTAIRS" "tBodyGyro.mean...Z" 0.123826738353061 0.12853727
3 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean...X" -0.0778701650285714 -0.072258429
3 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean...Y" -0.0391567930959184 -0.059166533
3 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean...Z" -0.0416193131122449 -0.04890889
3 "WALKING_DOWNSTAIRS" "tBodyAccMag.mean.." -0.0628126118283674 -0.0822611
3 "WALKING_DOWNSTAIRS" "tGravityAccMag.mean.." -0.0628126118283674 -0.0822611
3 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.mean.." -0.205239246653061 -0.25350505
3 "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.215294501244898 -0.22387944
3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.mean.." -0.508567577142857 -0.52689527
3 "WALKING_DOWNSTAIRS" "fBodyAcc.mean...X" -0.0421706943244898 -0.066459472
3 "WALKING_DOWNSTAIRS" "fBodyAcc.mean...Y" -0.00770048300204082 -0.015228583
3 "WALKING_DOWNSTAIRS" "fBodyAcc.mean...Z" -0.404452414285714 -0.40716868
3 "WALKING_DOWNSTAIRS" "fBodyAcc.meanFreq...X" -0.325863694730612 -0.3179094
3 "WALKING_DOWNSTAIRS" "fBodyAcc.meanFreq...Y" 0.0529065241102041 0.06072151
3 "WALKING_DOWNSTAIRS" "fBodyAcc.meanFreq...Z" -0.0566003044840816 -0.039175897
3 "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...X" -0.0906707125102041 -0.12540221
3 "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...Y" -0.135938542632653 -0.17144034
3 "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...Z" -0.529059450612245 -0.52804831
3 "WALKING_DOWNSTAIRS" "fBodyAccJerk.meanFreq...X" -0.229599432510204 -0.21924195
